time,amplitude
0.0,0.001521610817373434
0.0027785495971103086,-0.01579885680916137
0.005557099194220617,-0.041253402147020043
0.008335648791330925,-0.015996038277451496
0.011114198388441235,-0.02250756979767579
0.013892747985551544,-0.013046309005775443
0.01667129758266185,-0.0660373475111403
0.01944984717977216,0.048940012669026214
0.02222839677688247,0.009879768675544107
0.025006946373992776,-0.06047284554241642
0.027785495971103087,-0.06638151404611632
0.030564045568213394,-0.07863603074138938
0.0333425951653237,-0.043253217842041836
0.03612114476243401,-0.006318799069213464
0.03889969435954432,0.054275503414272695
0.04167824395665463,-0.0644855946947753
0.04445679355376494,-0.007328172615666469
0.04723534315087525,0.04233188891935802
0.05001389274798555,0.05938960086260528
0.052792442345095864,-0.038745305608958315
0.055570991942206174,0.057964598049068033
0.05834954153931648,-0.04369015212202759
0.06112809113642679,-0.017712384584810666
0.06390664073353709,0.005928427275703138
0.0666851903306474,-0.02696493024099533
0.06946373992775771,-0.025705008038291895
0.07224228952486803,-0.030305457719243867
0.07502083912197834,-0.06607859543405917
0.07779938871908865,-0.004819104053637839
0.08057793831619894,0.1404551732924424
0.08335648791330925,-0.01854678389420653
0.08613503751041957,0.001990214222627357
0.08891358710752988,0.03088665899950025
0.09169213670464019,0.002069653468755035
0.0944706863017505,0.08406039378885644
0.09724923589886081,0.023663080688829805
0.1000277854959711,0.013030391998535671
0.10280633509308142,-0.05358939776459068
0.10558488469019173,0.04826426636995439
0.10836343428730204,0.03627337207903313
0.11114198388441235,0.002286155868422332
0.11392053348152266,0.0656601999687723
0.11669908307863296,0.0698964570562198
0.11947763267574327,-0.04042888277417065
0.12225618227285358,0.0711312737973102
0.1250347318699639,0.11227961941985966
0.12781328146707419,0.1217923006593192
0.1305918310641845,0.13824080539283473
0.1333703806612948,0.17529683747714028
0.13614893025840513,0.2292943880687087
0.13892747985551543,0.238300331462351
0.14170602945262575,0.19559208956044702
0.14448457904973605,0.2640187781450662
0.14726312864684635,0.28333781352109494
0.15004167824395667,0.3355082564109043
0.15282022784106697,0.2995983625593261
0.1555987774381773,0.3677738968727103
0.1583773270352876,0.26809435750174576
0.1611558766323979,0.2734371914801708
0.1639344262295082,0.32358123978753783
0.1667129758266185,0.20999873612961356
0.16949152542372883,0.14335140034622224
0.17227007502083913,0.07046600647974227
0.17504862461794946,0.04325746978707529
0.17782717421505975,0.0500469025593154
0.18060572381217005,0.013036568017782496
0.18338427340928037,0.047896393366679314
0.18616282300639067,0.073656253787309
0.188941372603501,-0.002673289715483326
0.1917199222006113,0.021348478999221744
0.19449847179772162,0.0765668487483118
0.19727702139483191,-0.02423846891815644
0.2000555709919422,0.06603296275316592
0.20283412058905254,0.061013517917406127
0.20561267018616283,0.1886478438101504
0.20839121978327316,0.4216669007902243
0.21116976938038345,0.7604222037087507
0.21394831897749375,1.1303565681965142
0.21672686857460408,1.3948850908257222
0.21950541817171437,1.591150705538505
0.2222839677688247,1.5654610228877865
0.225062517365935,1.225312428589762
0.22784106696304532,0.8243754871795237
0.23061961656015562,0.5437208514659149
0.2333981661572659,0.3135779963734204
0.23617671575437624,0.18040351856928566
0.23895526535148653,0.09985591512426571
0.24173381494859686,0.009709082604146674
0.24451236454570716,0.05354767215445111
0.24729091414281748,-0.01118792151538546
0.2500694637399278,-0.042603309156479634
0.2528480133370381,0.04311455138895766
0.25562656293414837,-0.040765549790362406
0.2584051125312587,-0.05290824154274741
0.261183662128369,-0.07442031246792002
0.26396221172547935,0.03071591896317259
0.2667407613225896,-0.0038534461516829227
0.26951931091969994,0.015085823769221428
0.27229786051681026,0.009923095767782561
0.27507641011392053,0.03909168290503741
0.27785495971103086,-0.01131282672497252
0.2806335093081412,0.030637569730636433
0.2834120589052515,0.062038048245020634
0.2861906085023618,-0.028081147131237057
0.2889691580994721,0.03858361298911616
0.2917477076965824,0.03594401587058247
0.2945262572936927,-0.03374101625360316
0.297304806890803,-0.006179890885292964
0.30008335648791334,0.040374236499709205
0.3028619060850236,-0.008817988063764728
0.30564045568213394,-0.06048515955750582
0.30841900527924426,-0.015269082699273417
0.3111975548763546,0.004557509689999677
0.31397610447346486,-0.04662537461672959
0.3167546540705752,0.023265760842378424
0.3195332036676855,-0.0020776658607073056
0.3223117532647958,0.015997884280525333
0.3250903028619061,0.06043475200223073
0.3278688524590164,0.0046076592585031955
0.33064740205612675,-0.036479238996249955
0.333425951653237,-0.018514196927700125
0.33620450125034734,-0.007245297568537329
0.33898305084745767,-0.05182247072353026
0.34176160044456794,-0.012216457917670039
0.34454015004167826,0.047860034202634336
0.3473186996387886,-0.05392684777863293
0.3500972492358989,-0.039865948638189215
0.3528757988330092,-0.031463032637776056
0.3556543484301195,-0.011208024093064352
0.35843289802722983,-0.014383965089320624
0.3612114476243401,-0.02755362160793135
0.3639899972214504,0.004229352372457322
0.36676854681856075,0.04006073501040866
0.3695470964156711,-0.035589990859428926
0.37232564601278134,0.03210207281759356
0.37510419560989167,-0.027869645865035042
0.377882745207002,-0.03453161398134922
0.38066129480411226,-0.009923452521843245
0.3834398444012226,0.055669284307115076
0.3862183939983329,-0.04228893175251985
0.38899694359544323,0.0540137804444943
0.3917754931925535,-0.021934210883865317
0.39455404278966383,-0.05091789646368339
0.39733259238677415,0.07831710248563084
0.4001111419838844,0.05887793223552395
0.40288969158099475,-0.005940540174001925
0.40566824117810507,0.09604624026472637
0.4084467907752154,0.10997236882335594
0.41122534037232567,0.04149396713001779
0.414003889969436,0.1589385684774755
0.4167824395665463,0.15716747727316363
0.4195609891636566,0.16919319510476163
0.4223395387607669,0.18633072863153444
0.42511808835787723,0.13770193548029336
